temp;light;led1;led2;broken
30.97315398;61;0;0;true
39.05552592;61;0;1;true
13.67335413;62;1;1;true
23.29321611;62;1;0;true
21.14474951;63;0;0;true
29.45820647;63;1;0;true
37.76696972;63;0;1;true
11.35732428;64;1;1;true
12.89782204;64;0;1;true
33.95433401;64;1;0;true
35.71369972;64;1;1;true
37.75999493;64;1;0;true
20.30607103;65;0;1;true
21.50703867;65;0;0;true
21.97496006;65;1;0;true
22.14374766;65;1;0;true
28.48233028;65;0;1;true
37.40039627;65;0;0;true
38.68400713;65;0;0;true
21.73339713;66;1;1;true
22.23847279;66;1;0;true
23.22298731;66;1;0;true
25.14515033;66;1;0;true
28.5666284;66;1;0;true
39.24049844;66;1;0;true
10.01070081;67;1;0;true
17.44986583;67;1;0;true
18.54553573;67;0;1;true
24.33895133;67;0;0;true
25.83301293;67;1;1;true
31.81798544;67;1;0;true
22.92629393;68;0;1;true
13.66335419;69;1;0;true
18.35609548;69;1;1;true
25.83446521;69;1;0;true
30.01637918;69;1;1;true
37.4631964;69;0;0;true
10.32162542;70;0;0;true
18.63549783;70;0;0;true
19.42225831;70;1;1;true
22.31164759;70;0;1;true
28.07389736;70;0;1;true
37.7607796;70;0;0;true
37.88806596;70;0;0;true
39.17209664;70;1;0;true
15.92413441;71;1;1;true
36.77477432;71;0;1;true
39.51833232;71;0;0;true
18.5919835;72;0;1;true
31.01525885;72;1;0;true
21.86321306;73;1;1;true
26.98209066;73;1;0;true
28.48864206;73;0;0;true
34.64029327;73;1;0;true
10.05709332;74;0;0;true
11.65864558;74;1;0;true
12.17030793;74;0;0;true
20.2842523;74;0;0;true
21.08530139;74;1;1;true
27.77825344;74;0;0;true
31.74611358;74;0;1;true
33.0325557;74;0;1;true
33.31746803;74;0;1;true
34.28505916;74;1;1;true
10.28649326;75;0;0;true
11.38829375;75;0;1;true
12.21157944;75;1;1;true
23.46825477;75;1;1;true
24.77112828;75;1;1;true
31.17918729;75;1;0;true
40.00005423;75;1;1;true
40.92168767;75;0;1;true
16.71088667;76;0;1;true
22.88564159;76;0;1;true
30.56145879;76;0;1;true
38.43521453;76;1;1;true
39.71399106;76;1;0;true
10.34403246;77;1;0;true
11.95048483;77;1;0;true
14.73989318;77;1;1;true
17.43754612;77;1;1;true
10.92454011;78;0;1;true
21.40111825;78;1;1;true
37.83819669;78;1;1;true
12.4003449;79;0;0;true
12.41106411;79;0;0;true
14.53319644;79;0;1;true
13.57353492;80;1;1;true
15.85748435;80;0;1;true
16.55840657;80;0;0;true
24.74448547;80;0;0;true
24.96076388;80;1;0;true
26.34675766;80;1;1;true
28.58116338;80;0;1;true
30.97098376;80;0;0;true
36.30784943;80;0;0;true
37.77541989;80;0;0;true
37.9589517;80;1;1;true
38.74526951;80;1;1;true
16.71358965;81;1;0;true
19.33650488;81;0;0;true
22.99798932;81;1;0;true
40.79275684;81;0;1;true
10.02813543;82;0;1;true
12.35100668;82;0;1;true
14.18979325;82;1;1;true
16.18898641;82;1;1;true
31.04794049;82;0;1;true
38.85297278;82;1;1;true
40.16915918;82;1;1;true
20.49057668;83;0;1;true
21.72418215;83;1;1;true
25.59018456;83;1;0;true
28.69330479;83;1;1;true
32.93249631;83;1;1;true
33.15397179;83;0;0;true
40.82220682;83;0;0;true
24.00237491;84;1;1;true
25.23016035;84;0;0;true
32.25767117;84;1;0;true
21.88585052;85;1;0;true
23.60047679;85;0;1;true
29.9659653;85;0;0;true
30.32826027;85;1;0;true
32.2231626;86;0;1;true
37.86869672;86;1;0;true
38.87539222;86;0;1;true
39.10863439;86;0;0;true
16.57312891;87;0;1;true
27.96166276;87;0;1;true
32.10827324;87;0;0;true
38.91007074;87;1;1;true
14.20167036;88;0;0;true
16.20710529;88;1;0;true
23.9221254;88;0;0;true
30.35908631;88;1;0;true
16.18115468;89;1;1;true
17.15101077;89;0;0;true
17.4157688;89;0;1;true
33.63390143;89;0;0;true
35.96769435;89;0;0;true
16.85872234;90;0;1;true
17.31054638;90;0;1;true
19.21540459;90;0;0;true
28.18804575;90;0;0;true
31.05801476;90;0;0;true
36.52071485;90;1;1;true
37.53649198;90;1;0;true
17.19221664;91;0;1;true
26.27520017;91;0;0;true
28.49339494;91;0;0;true
11.58891638;92;1;0;true
20.83651067;92;1;1;true
11.46696947;93;1;0;true
25.60664105;93;0;1;true
32.36179519;93;0;1;true
32.91823216;93;1;0;true
37.66638253;93;0;1;true
39.90935032;93;1;1;true
28.3624294;94;1;0;true
37.37690198;94;1;0;true
37.66694059;94;1;0;true
19.29900337;95;0;1;true
24.03211412;95;1;0;true
25.86622823;95;0;1;true
31.85373266;95;0;0;true
31.88507105;95;1;0;true
37.60218012;95;0;1;true
24.7136869;96;1;0;true
25.18585847;96;0;1;true
30.03803807;96;0;1;true
13.65961282;97;1;1;true
20.5471206;97;1;1;true
20.94504017;97;1;1;true
22.77783402;97;0;1;true
22.81745282;97;0;1;true
33.33132773;97;1;0;true
23.17943273;98;1;0;true
34.80131854;98;1;0;true
34.80280904;98;0;1;true
35.13344952;98;1;1;true
38.53007304;98;0;1;true
12.54215078;99;1;0;true
20.63577658;99;1;0;true
32.01481882;99;0;0;true
38.04473121;99;1;1;true
13.00352238;100;1;0;true
20.40180203;100;0;1;true
23.78553878;100;1;1;true
27.09476676;100;1;0;true
29.41319624;100;0;1;true
29.8832199;100;0;1;true
30.64227629;100;1;0;true
31.24846369;100;0;1;true
34.61351849;100;1;0;true
39.52807508;100;0;0;true
10.51116441;101;0;0;true
13.18093336;101;0;1;true
14.52915004;101;1;1;true
15.9949124;101;1;0;true
16.53762503;101;0;1;true
19.49142515;101;0;0;true
23.25602536;101;1;0;true
31.46128404;101;0;0;true
32.33678521;101;0;0;true
12.49300807;102;1;1;true
22.80900908;102;0;0;true
25.62854492;102;1;1;true
29.39645502;102;1;0;true
35.53013889;102;1;1;true
36.36993947;102;0;1;true
17.78425868;103;1;1;true
20.57114073;103;0;0;true
20.70141576;103;1;0;true
38.97662444;103;0;0;true
39.10907546;103;1;0;true
13.75034744;104;1;0;true
19.93036427;104;0;0;true
24.38809319;104;1;0;true
25.23990046;104;1;1;true
29.86018307;104;0;1;true
30.40581774;104;1;1;true
30.73360161;104;1;1;true
33.38576957;104;0;1;true
39.20994504;104;1;1;true
17.23047473;105;1;0;true
18.93785189;105;0;0;true
19.50342752;105;0;0;true
38.21941177;105;1;1;true
39.2283961;105;1;0;true
40.21840917;105;0;0;true
14.4802672;106;0;0;true
14.93367563;106;1;0;true
21.02550901;106;1;0;true
22.27348561;106;0;1;true
30.06705072;106;1;0;true
30.72250818;106;1;1;true
19.47642115;107;1;1;true
23.56940418;107;0;0;true
24.50187283;107;0;0;true
12.23705977;108;1;0;true
16.25853265;108;0;1;true
19.97671353;108;1;0;true
31.95860398;108;0;0;true
39.48670389;108;1;1;true
19.78832528;109;1;0;true
28.26601812;109;0;0;true
36.76703099;109;1;1;true
15.28979895;110;0;0;true
21.19256018;110;0;0;true
25.29309102;110;0;0;true
31.83046777;110;0;1;true
36.48476408;110;1;0;true
38.21996089;110;0;1;true
10.27382043;111;1;1;true
13.11763912;111;0;0;true
21.67638803;111;1;0;true
24.83013893;111;1;0;true
39.96927808;111;0;1;true
40.4127807;111;1;1;true
25.14617717;112;1;1;true
29.77399878;112;0;1;true
35.93757942;112;0;0;true
11.93413723;113;1;1;true
26.52950313;113;0;1;true
29.54106975;113;0;0;true
34.75846784;113;1;0;true
13.14245736;114;0;1;true
21.48025682;114;0;0;true
39.75139803;114;0;0;true
16.82641222;115;0;0;true
17.57443934;115;0;1;true
25.08624078;115;1;1;true
27.9191126;115;1;1;true
31.18811252;115;0;1;true
12.620302;116;1;0;true
35.85511439;116;1;0;true
37.7481168;116;0;1;true
24.96937456;117;0;1;true
25.7566419;117;0;0;true
31.4927107;117;0;0;true
36.2871987;117;0;1;true
37.17854441;117;0;1;true
38.48221104;117;0;1;true
11.78969776;118;0;0;true
19.04146436;118;0;1;true
26.4884856;118;1;1;true
12.69374093;119;0;1;true
24.81707472;119;0;1;true
10.46796221;120;1;1;true
13.20580862;120;1;0;true
18.99787613;120;1;0;true
31.08618052;120;0;0;true
36.30969407;120;1;0;true
14.99561452;121;1;0;true
32.67813871;121;0;1;true
33.52499462;121;1;1;true
24.86670902;122;1;0;true
34.24177785;122;0;1;true
34.64360946;122;1;1;true
16.24919942;123;0;0;true
26.97521556;123;1;0;true
15.84562906;124;1;1;true
25.92924798;125;0;0;true
18.19847413;126;1;0;true
18.99930279;126;0;1;true
27.50856775;126;1;0;true
31.07105351;126;1;1;true
31.78170154;126;0;1;true
37.30964432;126;1;0;true
10.21687264;127;0;1;true
23.54159157;127;0;0;true
23.6724651;127;1;1;true
39.99234834;127;1;1;true
15.45881419;128;0;0;true
17.86913741;128;1;0;true
19.06639747;128;0;0;true
26.70768557;128;1;1;true
34.91580536;128;0;1;true
36.88155289;128;1;0;true
37.04738448;128;1;1;true
13.36314884;129;1;0;true
19.35507238;129;1;0;true
20.98523421;129;0;1;true
29.47046649;129;1;1;true
30.52577222;129;0;1;true
15.72547849;130;0;0;true
30.05535516;130;1;1;true
38.32432199;130;1;1;true
38.67956146;130;1;0;true
11.71884061;131;1;1;true
12.31996118;131;0;1;true
15.87644399;131;0;0;true
25.81528338;131;1;0;true
10.95907456;132;1;0;true
17.70669373;132;0;0;true
25.65303941;132;1;0;true
23.96718814;133;0;0;true
27.01320034;133;0;0;true
29.70035451;133;0;1;true
31.71675425;133;1;0;true
31.72151756;133;1;1;true
32.26228006;133;0;0;true
13.7654385;134;0;0;true
23.8431168;134;1;1;true
24.28387789;134;0;1;true
29.0219439;134;0;0;true
15.96091372;135;0;1;true
35.01727014;135;0;1;true
38.95708749;135;0;1;true
14.48462035;136;0;1;true
26.79899258;136;1;0;true
28.91293888;136;1;1;true
38.38485827;136;1;0;true
39.15532209;136;1;1;true
11.840797;137;1;0;true
15.28805003;137;0;0;true
17.58809879;137;0;0;true
28.30490642;137;0;0;true
30.67063617;137;0;0;true
35.79002127;137;0;0;true
39.5778217;137;1;0;true
12.2114284;138;1;1;true
20.56653693;138;0;1;true
24.01370109;138;0;1;true
36.88363978;138;0;1;true
25.55862641;139;1;1;true
25.96867777;139;0;0;true
27.32810299;139;0;1;true
28.25688124;139;1;0;true
30.102882;139;1;1;true
10.33079099;140;0;0;true
11.1946027;140;0;0;true
15.92815096;140;0;0;true
28.33586492;140;1;1;true
31.81139883;140;1;1;true
33.56036071;140;1;1;true
11.79914459;141;1;0;true
29.94920429;141;0;1;true
10.28802558;142;1;1;true
23.66856617;142;1;1;true
38.81415762;142;0;1;true
16.38616761;143;1;1;true
28.31134012;143;1;0;true
30.25896707;143;1;1;true
39.09865755;143;0;0;true
10.95312217;144;0;0;true
21.49087372;145;0;0;true
38.14557547;145;1;1;true
11.57621513;146;0;1;true
14.19141232;146;1;1;true
21.70820951;146;1;1;true
24.23842955;146;0;0;true
30.5108931;146;1;1;true
36.22480243;146;0;0;true
17.72641309;147;1;1;true
19.51530114;147;0;0;true
22.16776602;147;1;1;true
31.28865777;147;0;1;true
34.43123405;147;1;0;true
17.31963319;148;1;1;true
27.54919358;148;1;1;true
16.60701284;149;0;0;true
20.67352008;149;1;0;true
37.17061892;149;0;1;true
39.86562758;149;0;0;true
14.33095926;150;1;0;true
22.06330582;150;0;0;true
31.72496635;150;0;1;true
37.32364109;150;1;1;true
40.27283657;150;0;1;true
28.60593916;151;1;0;true
29.91781;151;1;0;true
36.41454264;151;0;1;true
16.06242759;152;1;1;true
16.11605399;152;1;0;true
27.15140943;152;0;0;true
31.69213376;152;1;0;true
37.7545605;152;1;1;true
16.74034487;153;0;1;true
18.80100764;153;1;0;true
21.98311814;153;1;1;true
27.1492638;153;1;0;true
36.1162818;153;0;1;true
21.22443318;154;0;0;true
28.48337525;154;0;1;true
36.11171205;154;1;1;true
37.80634657;154;1;0;true
38.35519579;154;0;1;true
29.81711817;155;1;1;true
32.24860455;155;1;1;true
33.6366119;155;1;1;true
11.06766715;156;1;1;true
23.48499051;156;0;1;true
25.95516807;156;1;1;true
38.68659676;156;1;0;true
15.85180835;157;0;0;true
23.21512035;157;0;0;true
25.5840785;157;0;1;true
28.23102529;157;1;1;true
28.38294652;157;0;1;true
34.34326609;157;1;1;true
36.92824174;157;0;0;true
27.64515315;158;0;0;true
32.97713671;158;0;0;true
35.84597621;158;1;1;true
19.85378478;159;1;1;true
27.25491999;159;1;1;true
10.97122643;160;0;1;true
11.70972636;160;0;1;true
14.35788294;160;0;0;true
22.09532711;160;0;1;true
23.20682625;160;1;0;true
35.4801081;160;1;1;true
35.79859306;160;0;0;true
40.77724951;160;1;1;true
11.32466897;161;1;0;true
11.69100044;161;1;0;true
19.73790814;161;1;0;true
21.03550107;161;0;0;true
22.01602593;161;0;0;true
32.86872354;161;0;1;true
35.12088201;161;0;0;true
29.05424975;162;0;1;true
35.42326336;162;0;0;true
40.1577058;162;0;0;true
17.41122619;163;1;1;true
18.06159651;163;0;1;true
31.14617154;163;0;1;true
37.94943902;163;1;1;true
39.44470157;163;0;1;true
11.52070082;164;0;1;true
19.51846796;164;1;1;true
26.16856954;164;1;1;true
36.12442288;164;1;1;true
13.75837471;165;1;1;true
32.06969803;165;0;0;true
39.28660918;165;0;0;true
17.89016696;166;1;1;true
25.41727695;166;0;0;true
31.26074024;167;0;1;true
18.8339563;168;1;0;true
23.89612407;168;1;0;true
27.02044195;168;0;1;true
27.86370462;168;0;0;true
29.64225451;168;1;1;true
29.93580591;168;1;0;true
17.71440737;169;1;1;true
20.20750674;169;1;0;true
25.16419717;169;0;1;true
34.36583818;169;0;1;true
37.66549952;169;1;0;true
10.51164916;170;0;1;true
29.17559103;170;1;1;true
35.52232967;170;0;0;true
38.59140451;170;0;1;true
38.88024961;170;1;0;true
17.65199302;171;1;0;true
20.89332359;171;1;1;true
32.68106821;171;0;1;true
37.50500895;171;1;1;true
11.11373109;172;0;0;true
19.34284564;172;1;0;true
20.75012015;172;1;1;true
21.89916003;172;0;1;true
29.78324165;172;1;1;true
17.94854514;173;1;1;true
23.19078646;173;0;1;true
37.29691261;173;1;0;true
14.52049012;174;0;0;true
17.85185252;174;1;0;true
18.2098814;174;1;0;true
26.79021323;174;0;0;true
29.23284382;174;1;1;true
36.00310957;174;1;0;true
39.99699532;174;0;1;true
11.89938587;175;0;0;true
14.75054574;175;0;0;true
23.81689817;175;0;0;true
32.34545475;175;1;0;true
33.67431372;175;0;0;true
35.65714946;175;1;1;true
37.29194839;175;1;0;true
40.20933298;175;0;1;true
14.49956434;176;1;0;true
27.30026116;176;0;1;true
32.0141958;176;0;0;true
14.56533012;177;0;0;true
29.50594;177;0;1;true
30.06799696;177;1;1;true
34.57407189;177;1;1;true
12.63478058;178;1;0;true
13.81412088;178;0;0;true
25.76876696;178;1;1;true
32.4213312;178;1;0;true
39.59701898;178;0;0;true
12.77736654;179;0;0;true
21.73483494;179;0;0;true
37.35857607;179;1;1;true
37.48311431;179;1;1;true
19.54170643;180;1;1;true
20.92074542;180;0;0;true
24.57273151;180;1;0;true
34.25270353;180;0;1;true
35.08163362;180;0;1;true
12.85734333;181;0;1;true
15.40745763;181;0;0;true
18.16354829;181;0;0;true
23.95414953;181;0;1;true
36.42473436;181;1;0;true
39.79839008;181;1;0;true
16.45970226;182;0;0;true
24.38251246;182;1;1;true
25.00508559;182;1;1;true
28.73718082;182;1;0;true
11.95158988;183;1;1;true
25.20245358;183;1;0;true
27.12442141;183;0;1;true
30.16221509;183;1;1;true
10.34271317;185;1;1;true
16.59374567;185;1;1;true
13.15294843;186;0;0;true
13.2696567;186;1;1;true
15.51114889;186;1;1;true
19.56483458;186;1;0;true
23.85773663;186;1;0;true
27.00818606;186;1;0;true
32.53372907;186;0;0;true
35.48259698;186;0;1;true
28.10791419;187;1;0;true
28.14458306;187;1;0;true
32.80081843;187;0;1;true
35.02856753;187;1;0;true
37.32503995;187;0;1;true
39.60083864;187;0;1;true
40.72887002;187;1;1;true
13.798297;188;1;0;true
13.82549227;188;0;1;true
15.88198659;188;0;1;true
21.12156949;188;1;0;true
27.2222686;188;0;0;true
36.31857331;188;0;1;true
36.7517478;188;1;0;true
16.55676251;189;0;0;true
27.10238043;189;0;0;true
29.66708742;189;1;1;true
17.38455812;190;0;1;true
17.94041782;190;1;1;true
29.61326019;190;1;1;true
36.43599617;190;0;1;true
14.85368363;191;1;1;true
25.22240257;191;0;0;true
12.40304912;192;1;1;true
21.26196924;192;0;1;true
21.32276659;192;1;0;true
23.98286173;193;0;1;true
27.26326948;193;0;0;true
28.57178053;193;0;1;true
31.79629841;193;1;0;true
39.26967389;193;0;1;true
16.1751139;194;0;1;true
23.25547652;194;1;1;true
26.05087788;194;1;0;true
29.43963013;194;1;0;true
29.68702195;194;0;0;true
14.34533933;195;1;0;true
39.9781845;195;1;0;true
16.29666123;196;0;0;true
17.49495556;196;1;0;true
22.1979665;196;0;0;true
33.23195679;196;0;1;true
11.94338958;197;0;0;true
22.63612658;197;0;1;true
23.96323565;197;0;0;true
27.84848528;197;0;1;true
36.16598756;197;1;0;true
39.75541097;197;0;0;true
10.62502959;198;0;1;true
12.07427216;198;1;0;true
16.96184261;198;0;1;true
23.75717387;198;0;0;true
33.02868241;198;1;0;true
37.81555122;198;0;1;true
24.50603459;199;1;0;true
25.13402148;199;1;0;true
25.59311977;199;0;0;true
26.73143399;199;1;1;true
37.75404325;199;0;0;true
36.21719133;200;0;1;true
39.6358633;200;1;1;true
40.63335108;200;0;0;true
16.43729466;201;0;0;false
17.72929407;201;1;1;true
27.969496;201;0;1;false
38.12673356;201;1;0;true
40.57042959;201;0;0;true
15.69804197;202;1;0;false
17.26719298;202;1;0;false
22.33340676;202;0;1;false
31.77549654;202;1;0;false
40.91010978;202;0;1;true
24.04758322;203;0;1;false
35.15930619;203;1;1;true
10.20034144;204;0;0;true
24.39273641;204;0;1;false
27.43863258;204;1;0;false
32.89832119;204;0;0;false
10.19367176;205;0;1;true
21.66176504;205;0;0;false
22.15537379;205;0;1;false
24.20179487;205;1;0;false
31.35932125;205;0;0;false
36.06781415;205;0;1;true
14.86817129;206;1;0;false
16.47433358;206;1;0;false
18.86161606;206;1;0;false
19.95090572;206;0;0;false
14.84994762;207;0;1;false
15.89607191;207;0;1;false
19.84524633;207;0;0;false
20.97847081;207;1;0;false
24.08576142;207;1;0;false
28.42445005;207;1;0;false
30.58436534;207;0;0;false
30.83669237;207;1;0;false
35.18711978;207;0;0;false
29.98064853;208;0;0;false
10.46676611;209;0;1;true
18.69943655;209;0;1;false
24.20695131;209;0;1;false
24.86968485;209;0;1;false
25.35442042;209;1;0;false
30.56579882;209;1;0;false
32.34159591;209;0;1;false
35.55065044;209;1;0;false
37.00107486;209;0;1;true
37.02160192;209;1;1;true
11.23522004;210;0;1;true
16.02958201;210;0;1;false
19.76662944;210;1;0;false
25.18775686;210;0;0;false
28.36597694;210;1;0;false
30.21658118;210;0;0;false
21.79779537;211;1;0;false
24.50112135;211;0;1;false
38.18093454;211;0;0;true
14.95193786;212;0;0;false
25.32810718;212;0;1;false
35.88276702;212;1;0;false
16.88565619;213;1;0;false
21.50652854;213;0;0;false
38.8910623;213;0;1;true
39.00927338;213;1;1;true
14.17668205;214;1;0;false
14.31516141;214;0;1;false
18.80269969;214;0;1;false
25.5591226;214;1;0;false
37.69877915;214;1;0;true
40.49381432;214;1;0;true
11.95290003;215;1;1;true
13.56628371;215;0;0;false
21.42427453;215;1;0;false
12.76152266;216;0;0;false
22.80838508;216;1;0;false
34.26245382;216;0;0;false
22.30266714;217;0;0;false
39.79112588;217;0;0;true
13.19146436;218;0;0;false
19.6073123;218;1;0;false
19.8901502;218;0;1;false
23.59467345;218;0;1;false
34.67848496;218;0;0;false
10.10759143;219;1;1;true
11.34861363;219;0;1;true
22.97228953;219;1;0;false
28.6193508;219;1;0;false
15.26488036;220;0;1;false
20.2071312;220;1;0;false
32.03010534;220;1;0;false
36.57036485;220;0;0;true
14.10567619;221;0;0;false
19.38808044;221;0;1;false
21.77145114;221;0;0;false
35.99499959;221;0;1;false
22.40091644;222;1;0;false
28.84572229;222;1;0;false
19.37497432;223;0;1;false
19.4250164;223;1;0;false
20.76019751;223;1;0;false
27.9261799;223;0;1;false
